"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-07-01","2.6",",,W"," 1431",",,X"," 1428",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"22.2",",,X","9.4",",,X","  300",",,X","  300",",,X",,,"6.3",",,X","7.6",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-07-02","2.8",",,W"," 1729",",,X"," 1726",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"27.8",",,X","11.1",",,X","  240",",,X","  230",",,X",,,"7.2",",,X","9.4",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-07-03","4.4",",,W"," 0949",",,X"," 0953",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"22.2",",,X","13.3",",,X","  230",",,X","  220",",,X",,,"7.2",",,X","8.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-07-04","3.7",",,W"," 2309",",,X"," 0000",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"25.6",",,X","10.6",",,X","   30",",,X","   20",",,X",,,"6.7",",,X","8.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-07-05","4.2",",,W"," 1543",",,X"," 1422",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"27.2",",,X","10.6",",,X","  350",",,X","  340",",,X",,,"6.7",",,X","8.9",",,X",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-07-06","3.5",",,W"," 0126",",,X"," 0119",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"28.9",",,X","13.9",",,X","   40",",,X","   40",",,X",,,"6.7",",,X","8.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-07-07","4.3",",,W"," 1840",",,X"," 1531",",,W","0.8",",,X,2400","0.0",",,X","0.0",",,X",,,"19.4",",,X","12.2",",,X","  220",",,X","  200",",,X",,,"7.6",",,X","9.8",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X","    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-07-08","4.0",",,W"," 1947",",,X"," 1947",",,W","0.0",",,Z,2400","0.0",",,X","0.0",",,X",,,"21.7",",,X","10.6",",,X","   20",",,X","   20",",,X",,,"7.6",",,X","9.4",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-07-09","3.6",",,W"," 0038",",,X"," 1531",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"23.3",",,X","11.1",",,X","   30",",,X","  330",",,X",,,"6.7",",,X","8.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-07-10","2.3",",,W"," 0345",",,X"," 1531",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"24.4",",,X","12.8",",,X","   40",",,X","  330",",,X",,,"4.5",",,X","8.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-07-11","2.4",",,W"," 0258",",,X"," 1617",",,W","0.0","T,,X,2400","0.0",",,X","0.0",",,X",,,"23.9",",,X","12.8",",,X","   30",",,X","  260",",,X",,,"4.5",",,X","5.8",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-07-12","2.2",",,W"," 1916",",,X"," 1918",",,W","2.0",",,X,2400","0.0",",,X","0.0",",,X",,,"21.1",",,X","13.9",",,X","  250",",,X","  260",",,X",,,"6.7",",,X","8.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-07-13","3.7",",,W"," 1559",",,X"," 1720",",,W","0.0","T,,X,2400","0.0",",,X","0.0",",,X",,,"22.8",",,X","12.8",",,X","  200",",,X","  220",",,X",,,"7.2",",,X","8.9",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-07-14","3.1",",,W"," 1337",",,X"," 1531",",,W","0.5",",,X,2400","0.0",",,X","0.0",",,X",,,"16.7",",,X","13.3",",,X","  210",",,X","  210",",,X",,,"6.7",",,X","7.6",",,X","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,"    1",",,X","    1",",,X","    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-07-15","2.0",",,W"," 1647",",,X",,,"0.5",",,X,2400","0.0",",,X","0.0",",,X",,,"24.4",",,X","13.3",",,X","  270",",,X",,,,,"5.8",",,X",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-07-16","2.5",",,W"," 1558",",,X"," 2357",",,W","8.9",",,X,2400","0.0",",,X","0.0",",,X",,,"23.3",",,X","13.9",",,X","  250",",,X","  330",",,X",,,"8.9",",,X","13.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X","    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-07-17","1.9",",,W"," 0339",",,X",,,"1.8",",,X,2400","0.0",",,X","0.0",",,X",,,"17.2",",,X","12.8",",,X","  300",",,Z",,,,,"4.9",",,Z",,,"    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-07-18","2.3",",,W"," 1359",",,X",,,"0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"23.3",",,X","10.0",",,X","  290",",,X",,,,,"5.4",",,X",,,"    1",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-07-19","4.1",",,W"," 1717",",,X"," 1638",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"21.1",",,X","12.8",",,X","  210",",,X","  220",",,X",,,"10.3",",,X","13.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-07-20","3.7",",,W"," 2341",",,X"," 2354",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"23.3",",,X","12.2",",,X","  200",",,X","  190",",,X",,,"7.6",",,X","9.8",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-07-21","5.6",",,W"," 1354",",,X"," 0332",",,W","0.0","T,,X,2400","0.0",",,X","0.0",",,X",,,"21.1",",,X","13.9",",,X","  210",",,X","  210",",,Z",,,"9.4",",,X","11.2",",,Z",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-07-22","2.9",",,W"," 2117",",,X"," 2115",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"22.2",",,X","10.6",",,X","   20",",,X","   20",",,X",,,"7.2",",,X","9.4",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-07-23","4.3",",,W"," 2245",",,X"," 1230",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"26.1",",,X","12.2",",,X","   10",",,X","   20",",,X",,,"5.8",",,X","7.6",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-07-24","3.3",",,W"," 0109",",,X"," 0108",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"28.3",",,X","14.4",",,X","   10",",,X","   10",",,X",,,"6.3",",,X","7.2",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-07-25","2.7",",,W"," 2252",",,X"," 2300",",,W","3.3",",,X,2400","0.0",",,X","0.0",",,X",,,"17.2",",,X","13.9",",,X","  220",",,X","  220",",,X",,,"5.8",",,X","6.7",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-07-26","3.4",",,W"," 2057",",,X"," 1411",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"21.1",",,X","13.9",",,X","   30",",,X","  300",",,X",,,"7.6",",,X","11.6",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-07-27","3.1",",,W"," 0911",",,X",,,"0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"22.2",",,X","13.9",",,X","   40",",,Z",,,,,"6.3",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-07-28","3.8",",,W"," 1926",",,X",,,"0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"25.6",",,X","12.2",",,X","   30",",,Z",,,,,"6.3",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-07-29","4.3",",,W"," 2308",",,X"," 2305",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"24.4",",,X","15.6",",,X","   30",",,X","   30",",,X",,,"7.2",",,X","9.4",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-07-30","3.3",",,W"," 0107",",,X"," 0731",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"26.1",",,X","13.3",",,X","   20",",,X","  220",",,X",,,"6.7",",,X","8.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-07-31","4.2",",,W"," 2352",",,X"," 0317",",,W","0.0","T,,X,2400","0.0",",,W","0.0",",,W",,,"21.7",",,X","14.4",",,X","   40",",,X","  310",",,X",,,"7.2",",,X","13.0",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-08-01","3.4",",,W"," 0519",",,X"," 0518",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"25.0",",,X","12.2",",,X","  210",",,X","  220",",,X",,,"9.8",",,X","14.3",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-08-02","1.9",",,W"," 0454",",,X"," 0441",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"25.0",",,X","12.8",",,X","  210",",,X","  210",",,X",,,"11.6",",,X","11.6",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-08-03","2.3",",,W"," 2320",",,X"," 1211",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"26.1",",,X","14.4",",,X","   30",",,X","  320",",,X",,,"5.8",",,X","9.8",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-08-04","3.0",",,W"," 1727",",,X"," 0736",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"27.2",",,X","13.9",",,X","  360",",,X","  350",",,X",,,"5.8",",,X","8.9",",,X",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-08-05","2.2",",,W"," 0912",",,X"," 0919",",,W","0.0","T,,X,2400","0.0",",,X","0.0",",,X",,,"18.9",",,X","13.9",",,X","  190",",,X","  200",",,X",,,"5.4",",,X","7.2",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-08-06","1.4",",,W"," 1555",",,X",,,"0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"22.8",",,X","14.4",",,X","  280",",,Z",,,,,"3.6",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-08-07","1.7",",,W"," 1439",",,X"," 1536",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"23.3",",,X","13.3",",,X","  270",",,X","  250",",,X",,,"4.5",",,X","6.3",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-08-08","3.0",",,W"," 2321",",,X"," 1621",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"21.1",",,X","12.2",",,X","  210",",,X","  210",",,X",,,"4.5",",,X","6.3",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-08-09","2.6",",,W"," 1004",",,X"," 0950",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"21.1",",,X","12.8",",,X","  190",",,X","  190",",,X",,,"5.8",",,X","7.6",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-08-10","2.2",",,W"," 1718",",,X",,,"0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"21.7",",,X","12.8",",,X","  170",",,Z",,,,,"3.6",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-08-11","1.6",",,W"," 1650",",,X"," 1216",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"23.3",",,X","12.2",",,X","  280",",,X","  280",",,X",,,"4.0",",,X","6.3",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-08-12","1.8",",,W"," 1440",",,X"," 1600",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"24.4",",,X","11.1",",,X","  300",",,X","  290",",,X",,,"3.6",",,X","5.4",",,X","    1",",,W",,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-08-13","2.6",",,W"," 1440",",,X"," 1517",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"21.1",",,X","11.7",",,X","  240",",,X","  240",",,X",,,"5.8",",,X","7.6",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-08-14","2.7",",,W"," 1558",",,X"," 0623",",,W","0.0","T,,X,2400","0.0",",,X","0.0",",,X",,,"21.7",",,X","12.8",",,X","  260",",,X","  250",",,X",,,"5.4",",,X","7.6",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-08-15","2.4",",,W"," 2001",",,X"," 2001",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"23.3",",,X","13.9",",,X","   30",",,X","   20",",,X",,,"5.8",",,X","6.7",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-08-16","3.8",",,W"," 2359",",,X"," 1550",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"25.6",",,X","12.8",",,X","   30",",,X","  310",",,X",,,"6.7",",,X","7.6",",,X",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-08-17","2.8",",,W"," 1923",",,X"," 1923",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"25.0",",,X","11.7",",,X","   20",",,X","   20",",,X",,,"8.0",",,X","9.8",",,X",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-08-18","2.9",",,W"," 2356",",,X"," 2343",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"22.8",",,X","12.2",",,X","   30",",,X","   20",",,X",,,"5.8",",,X","7.2",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-08-19","4.1",",,W"," 1448",",,X"," 1702",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"25.6",",,X","11.7",",,X","  340",",,X","  340",",,X",,,"8.9",",,X","10.3",",,X","    1",",,W",,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-08-20","2.7",",,W"," 0929",",,X"," 0929",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"29.4",",,X","15.0",",,X","   10",",,X","   20",",,X",,,"6.7",",,X","9.4",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-08-21","2.2",",,W"," 2141",",,X"," 2136",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"30.6",",,X","15.0",",,X","  220",",,X","  210",",,X",,,"5.4",",,X","7.2",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-08-22","4.3",",,W"," 1202",",,X"," 1202",",,W","3.0",",,X,2400","0.0",",,X","0.0",",,X",,,"21.7",",,X","15.6",",,X","  210",",,X","  220",",,X",,,"8.0",",,X","10.3",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X","    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-08-23","2.3",",,W"," 0020",",,X"," 1312",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"25.0",",,X","15.6",",,X","  210",",,X","  270",",,X",,,"6.7",",,X","8.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-08-24","2.6",",,W"," 1747",",,X"," 1742",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"28.9",",,X","13.9",",,X","  350",",,X","  350",",,X",,,"6.3",",,X","7.6",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-08-25","2.8",",,W"," 1805",",,X"," 1245",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"27.8",",,X","14.4",",,X","  350",",,X","  310",",,X",,,"6.3",",,X","7.6",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-08-26","3.0",",,W"," 1720",",,X"," 1332",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"28.9",",,X","15.0",",,X","  350",",,X","   10",",,X",,,"6.3",",,X","8.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-08-27","2.9",",,W"," 2116",",,X"," 2217",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"28.9",",,X","13.3",",,X","   30",",,X","   40",",,X",,,"7.2",",,X","8.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-08-28","2.2",",,W"," 2209",",,X"," 1503",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"26.7",",,X","12.2",",,X","  200",",,X","   10",",,X",,,"5.4",",,X","7.2",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-08-29","3.1",",,W"," 0217",",,X"," 0216",",,W","0.0","T,,X,2400","0.0",",,X","0.0",",,X",,,"21.1",",,X","13.9",",,X","  210",",,X","  220",",,X",,,"6.3",",,X","8.0",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-08-30","2.2",",,W"," 1401",",,X"," 1358",",,W","0.3",",,X,2400","0.0",",,X","0.0",",,X",,,"20.6",",,X","12.2",",,X","  200",",,X","  190",",,X",,,"5.8",",,X","7.6",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X","    1",",,X",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-08-31","2.2",",,W"," 1522",",,X"," 1454",",,W","0.0",",,X,2400","0.0",",,X","0.0",",,X",,,"20.6",",,X","11.1",",,X","  270",",,X","  230",",,X",,,"4.5",",,X","6.3",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-09-01","2.7",",,W"," 1916",",,X"," 1916",",,W","0.0",",,X,2400","0.0",",,W","0.0",",,W",,,"22.8",",,X","10.0",",,X","   20",",,X","   20",",,X",,,"8.0",",,X","9.4",",,X","    1",",,W",,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-09-02","3.1",",,W"," 1800",",,X"," 1759",",,W","0.0",",,X,2400","0.0",",,W","0.0",",,W",,,"21.7",",,X","13.3",",,X","  350",",,X","  340",",,X",,,"6.7",",,X","8.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2011-09-03","4.9",",,W"," 0819",",,X"," 1528",",,W","0.0",",,X,2400","0.0",",,W","0.0",",,W",,,"27.8",",,X","11.7",",,X","   10",",,X","  360",",,X",,,"7.2",",,X","8.9",",,X","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
